id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
4046,game tốn nhiều dung lượng vãi lúc mới tải thì 2 trăm mấy MB mế chơi đc vài bữa thì lên 5GB,0,0,0,2,0,0,0,0,0,0,2026-01-22 18:52:09,,game tốn nhiều dung lượng vô cùng lúc mới tải thì 2 trăm mấy mb mới chơi được vài bữa thì lên 5gb,game tốn nhiều dung_lượng vô_cùng lúc mới tải thì <NUM> trăm mấy mb mới chơi được vài bữa thì lên 5gb,game tốn nhiều dung_lượng vô_cùng lúc mới tải thì 2 trăm mấy mb mới chơi được vài bữa thì lên 5 gb,game tốn nhiều dung lượng vô cùng lúc mới tải thì 2 trăm mấy mb mới chơi được vài bữa thì lên 5gb
4047,toàn gặp trẻ trâu trong trận,0,0,0,0,0,0,0,2,0,0,2026-01-21 07:29:55,1.61.1.5,toàn gặp trẻ trâu trong trận,toàn gặp trẻ trâu trong trận,toàn gặp trẻ trâu trong trận,toàn gặp trẻ trâu trong trận
4048,"chẳng hiểu sao mà mới chơi được 1 ngày mà vô game ko đc chỉ xuất hiện hình con verra thôi,mong anh gà thấy và sửa dùm ạ",0,0,0,2,0,1,0,0,0,0,2026-01-06 18:19:56,1.60.1.10,"chẳng hiểu sao mà mới chơi được 1 ngày mà vô game không được chỉ xuất hiện hình con verra thôi,mong anh gà thấy và sửa dùm ạ",chẳng_hiểu sao mà mới chơi được <TIME> mà vô game không_được chỉ xuất_hiện_hình con verra thôi mong anh gà thấy và sửa dùm ạ,"chẳng hiểu sao mà mới chơi được 1 ngày mà vô_game không được chỉ xuất_hiện hình con verra thôi , mong anh gà thấy và sửa dùm ạ","chẳng hiểu sao mà mới chơi được 1 ngày mà vô game không được chỉ xuất hiện hình con verra thôi,mong anh gà thấy và sửa dùm ạ"
4049,chơi game mà toàn bọn phá game hack mà tố cào thì trừ không bao nhiêu uy tín hết chịu cách lm của anh gà,0,0,0,2,2,2,0,2,0,0,2026-01-11 14:37:10,1.60.1.10,chơi game mà toàn bọn phá game hack mà tố cáo thì trừ không bao nhiêu uy tín hết chịu cách làm của anh gà,chơi game mà toàn bọn phá game hack mà tố_cáo thì trừ không_bao_nhiêu uy_tín hết chịu cách làm của anh gà,chơi game mà toàn bọn phá game hack mà tố_cáo thì trừ không bao_nhiêu uy_tín hết chịu cách làm của anh gà,chơi game mà toàn bọn phá game hack mà tố cáo thì trừ không bao nhiêu uy tín hết chịu cách làm của anh gà
4050,Ghép trận lệch hạng hay gặp phá game,0,2,0,0,0,0,0,2,0,0,2026-01-01 16:13:41,1.59.1.7,ghép trận lệch hạng hay gặp phá game,ghép trận lệch hạng hay gặp phá game,ghép trận lệch hạng hay gặp phá game,ghép trận lệch hạng hay gặp phá game
4051,"toàn trẻ trâu, nên làm lại cơ chế ghép đồng đội",0,2,0,0,0,0,0,2,0,0,2026-01-16 21:26:53,1.60.1.10,"toàn trẻ trâu, nên làm lại cơ chế ghép đồng đội",toàn trẻ trâu nên làm lại cơ_chế ghép đồng_đội,"toàn trẻ trâu , nên làm lại cơ_chế ghép đồng_đội","toàn trẻ trâu, nên làm lại cơ chế ghép đồng đội"
4052,"chơi mà team mình dõ phế mà team bạn dõ kinh ghép toàn như pịa , chơi nak toàn thua ko hiểu sao chịu luôn , mà cũng hay",0,2,0,0,0,0,0,0,1,0,2026-01-04 08:14:44,1.60.1.10,"chơi mà team mình đã phế mà team bạn đã kinh ghép toàn như tệ hại , chơi nak toàn thua không hiểu sao chịu luôn , mà cũng hay",chơi mà team mình đã phế mà team bạn đã kinh ghép toàn như tệ_hại chơi nak toàn thua không_hiểu sao chịu luôn mà cũng hay,"chơi mà team mình đã phế mà team bạn đã kinh_ghép toàn như tệ_hại , chơi nak toàn thua không hiểu sao chịu luôn , mà cũng hay","chơi mà team mình đã phế mà team bạn đã kinh ghép toàn như tệ hại , chơi nak toàn thua không hiểu sao chịu luôn , mà cũng hay"
4053,game chơi đc nhưng mà cs vài thăk nó báo cáo linh tinh trừ hết ủy tín của T,0,0,0,0,2,0,0,2,0,0,2026-01-26 09:09:23,1.61.1.5,game chơi được nhưng mà có vài thằng nó báo cáo linh tinh trừ hết uy tín của tôi,game chơi được nhưng mà có vài thằng nó báo_cáo linh_tinh trừ hết uy_tín của tôi,game chơi được nhưng_mà có vài thằng nó báo_cáo linh_tinh_trừ hết uy_tín của tôi,game chơi được nhưng mà có vài thằng nó báo cáo linh tinh trừ hết uy tín của tôi
4054,Game dồ,0,0,0,0,0,0,0,0,0,0,2026-01-23 12:33:21,1.60.1.10,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
4055,game hay lỗi t tải về vô nó cứ hiện lỗi tài nguyên,0,0,0,2,0,0,0,0,0,0,2026-01-29 04:23:23,1.60.1.2,game hay lỗi tôi tải về vô nó cứ hiện lỗi tài nguyên,game hay lỗi tôi tải về vô nó cứ hiện lỗi tài_nguyên,game hay lỗi tôi tải về vô nó cứ hiện lỗi tài_nguyên,game hay lỗi tôi tải về vô nó cứ hiện lỗi tài nguyên
4056,"chơi lâu năm rồi , mà giờ game nặng quá ram8 mà ko vào nổi",0,0,0,2,0,0,0,0,0,0,2026-01-27 15:05:54,1.61.1.5,"chơi lâu năm rồi, mà giờ game nặng quá ram8 mà không vào nổi",chơi lâu năm rồi mà giờ game nặng quá ram8 mà không_vào nổi,"chơi lâu năm rồi , mà giờ game nặng quá ram8 mà không vào nổi","chơi lâu năm rồi, mà giờ game nặng quá ram8 mà không vào nổi"
4057,"chơi game vui,nhưng cứ văng gem.để đồ họa thấp nhất mà vẫn như vậy mong garena xóa dùm ạ 🥲😭",1,0,0,2,0,1,0,0,0,0,2026-01-10 16:08:43,1.60.1.8,"chơi game vui, nhưng cứ văng game. để đồ họa thấp nhất mà vẫn như vậy mong garena xóa dùm ạ",chơi game vui nhưng cứ văng game để đồ_họa thấp nhất mà vẫn như_vậy mong garena xóa_dùm ạ,"chơi game vui , nhưng cứ văng_game . để đồ họa thấp nhất mà vẫn như_vậy mong garena xóa dùm ạ","chơi game vui, nhưng cứ văng game. để đồ họa thấp nhất mà vẫn như vậy mong garena xóa dùm ạ"
4058,"mấy năm nay garena không siết chặt tình trạng hack,thất vọng về game quá",0,2,0,2,0,2,0,2,0,0,2026-01-09 20:17:40,1.60.1.10,"mấy năm nay garena không siết chặt tình trạng hack, thất vọng về game quá",mấy năm nay garena không_siết chặt tình_trạng hack thất_vọng về game quá,"mấy năm nay garena không siết chặt tình_trạng hack , thất_vọng về game quá","mấy năm nay garena không siết chặt tình trạng hack, thất vọng về game quá"
4059,tốn bộ nhớ nhưng chơi vui,0,0,0,2,0,0,0,0,0,0,2026-01-21 11:14:06,1.60.1.10,tốn bộ nhớ nhưng chơi vui,tốn bộ_nhớ nhưng chơi vui,tốn bộ_nhớ nhưng chơi vui,tốn bộ nhớ nhưng chơi vui
4060,game còn mấy lỗi chưa fix,0,0,0,2,0,0,0,0,0,0,2026-01-21 19:01:57,1.56.1.6,game còn mấy lỗi chưa fix,game còn mấy lỗi chưa_fix,game còn mấy lỗi chưa fix,game còn mấy lỗi chưa fix
4061,"lag điên, tải mới hai tháng mà bào hết 7 gb ?=))",0,0,0,2,0,0,0,0,0,0,2026-01-21 11:31:05,1.60.1.10,"lag điên, tải mới hai tháng mà bào hết 7 gb ?",lag điên tải mới hai tháng mà bào hết <NUM> gb,"lag điên , tải mới hai tháng mà bào hết 7 gb ?","lag điên, tải mới hai tháng mà bào hết 7 gb ?"
4062,ê nha ghép đội kiểu j á ăn thua miết,0,2,0,0,0,0,0,0,0,0,2026-01-21 12:18:17,1.60.1.10,ê nhà phát hành ghép đội kiểu gì á ăn thua miết,ê nhà phát_hành ghép đội kiểu gì á ăn_thua miết,ê nhà phát_hành ghép đội kiểu gì á ăn_thua miết,ê nhà phát hành ghép đội kiểu gì á ăn thua miết
4063,hack quá nhiều,0,0,0,2,0,0,0,2,0,0,2026-01-21 07:09:45,1.60.1.10,hack quá nhiều,hack quá nhiều,hack quá nhiều,hack quá nhiều
4064,tranh lane vẫn xảy ra yêu cầu trừ uy tín khi tranh lane rất nặng ạ . mỗi lần tranh là mik bị ảnh hưởng rất nhìu cần trừ đến chục uy tín làm ơn lun,0,2,0,0,2,0,0,2,0,0,2026-01-20 22:44:22,1.60.1.10,tranh lane vẫn xảy ra yêu cầu trừ uy tín khi tranh lane rất nặng ạ . mỗi lần tranh là mình bị ảnh hưởng rất nhiều cần trừ đến chục uy tín làm ơn luôn,tranh lane vẫn xảy ra yêu_cầu trừ uy_tín khi tranh lane rất nặng ạ mỗi lần tranh là mình bị ảnh_hưởng rất nhiều cần trừ đến chục uy_tín làm_ơn luôn,tranh lane vẫn xảy ra yêu_cầu trừ uy_tín khi tranh_lane rất nặng ạ . mỗi lần tranh là mình bị ảnh_hưởng rất nhiều cần trừ đến chục uy_tín làm ơn luôn,tranh lane vẫn xảy ra yêu cầu trừ uy tín khi tranh lane rất nặng ạ . mỗi lần tranh là mình bị ảnh hưởng rất nhiều cần trừ đến chục uy tín làm ơn luôn
4065,sang mùa mới hi vọng game ghép đỉnh cao bth hơn k còn gặp buff bẩn vs map nx,0,1,0,2,0,0,0,2,0,0,2026-01-21 02:22:56,1.60.1.10,sang mùa mới hi vọng game ghép đỉnh cao bình thường hơn không còn gặp buff bẩn với map nữa,sang mùa mới hi_vọng game ghép đỉnh_cao bình_thường hơn không_còn gặp buff bẩn với map nữa,sang mùa mới hi_vọng game ghép đỉnh_cao bình_thường hơn không còn gặp buff bẩn với map nữa,sang mùa mới hi vọng game ghép đỉnh cao bình thường hơn không còn gặp buff bẩn với map nữa
4066,"hay mà toàn gặp hack map,trẻ trâu,phá game",0,0,0,2,0,0,0,2,0,0,2026-01-21 09:32:46,1.60.1.10,"hay mà toàn gặp hack map, trẻ trâu, phá game",hay mà toàn gặp hack map trẻ trâu phá game,"hay mà toàn gặp hack map , trẻ trâu , phá game","hay mà toàn gặp hack map, trẻ trâu, phá game"
4067,tôi thật sự rất bức xúc khi garena ghép cho tôi toàn là mấy người phá game khi tôi đang rank cao thủ sắp lên đại cao thủ,0,2,0,0,0,2,0,2,0,0,2026-01-21 09:34:40,1.61.1.5,tôi thật sự rất bức xúc khi garena ghép cho tôi toàn là mấy người phá game khi tôi đang rank cao thủ sắp lên đại cao thủ,tôi thật_sự rất bức_xúc khi garena ghép cho tôi toàn là mấy người phá game khi tôi đang rank cao_thủ sắp lên đại_cao_thủ,tôi thật_sự rất bức_xúc khi garena ghép cho tôi toàn là mấy người phá game khi tôi đang rank cao_thủ sắp lên đại cao_thủ,tôi thật sự rất bức xúc khi garena ghép cho tôi toàn là mấy người phá game khi tôi đang rank cao thủ sắp lên đại cao thủ
4068,game gì vào là vàng khó chịu lắm,0,2,0,0,0,0,0,0,0,0,2026-01-29 17:10:36,1.61.1.5,game gì vào là vàng khó chịu lắm,game gì vào là vàng khó_chịu lắm,game gì vào là vàng khó_chịu lắm,game gì vào là vàng khó chịu lắm
4069,nên cho cái chỗ sảnh chờ mượt hơn,1,0,0,2,0,0,0,0,0,0,2026-01-28 21:03:20,1.61.1.5,nên cho cái chỗ sảnh chờ mượt hơn,nên cho cái chỗ sảnh chờ mượt hơn,nên cho cái chỗ sảnh chờ mượt hơn,nên cho cái chỗ sảnh chờ mượt hơn
4070,yêu cầu garena khôi phục miễn khống chế của Florentino.vì tướng giờ phế quá,0,0,0,0,2,2,0,0,2,0,2026-01-17 23:42:32,1.60.1.10,yêu cầu garena khôi phục miễn khống chế của florentino.vì tướng giờ phế quá,yêu_cầu garena khôi_phục miễn khống_chế của florentino vì tướng giờ phế quá,yêu_cầu garena khôi_phục miễn khống_chế của florentino . vì tướng giờ phế quá,yêu cầu garena khôi phục miễn khống chế của florentino.vì tướng giờ phế quá
4071,Game hay nhưng lag quá trải nghiệm ko tốt,0,0,0,2,0,0,0,0,0,0,2026-01-08 15:09:32,1.60.1.10,game hay nhưng lag quá trải nghiệm không tốt,game hay nhưng lag quá trải nghiệm không_tốt,game hay nhưng lag quá trải_nghiệm không tốt,game hay nhưng lag quá trải nghiệm không tốt
4072,game cập nhật phát mà tưởng máy nổ á zô r lại văg,0,0,0,2,0,0,0,0,0,0,2026-01-04 23:21:33,1.60.1.10,game cập nhật phát mà tưởng máy nổ á vô rồi lại văng,game cập_nhật phát mà tưởng máy_nổ á vô rồi lại văng,game cập_nhật_phát mà tưởng máy_nổ á_vô rồi lại văng,game cập nhật phát mà tưởng máy nổ á vô rồi lại văng
4073,game tới t.anh đúng cám lợn ko đánh đc gì cả toàn phá với afk,0,2,0,0,0,0,0,2,0,0,2026-01-11 20:02:18,1.60.1.10,game tới tiếng anh đúng tệ hại không đánh được gì cả toàn phá với afk,game tới tiếng anh đúng tệ_hại không_đánh được gì cả toàn phá với afk,game tới tiếng anh đúng tệ_hại không đánh được gì cả toàn_phá với afk,game tới tiếng anh đúng tệ hại không đánh được gì cả toàn phá với afk
4074,game hay nhưng sếp trận team ko hay chuỗi thua 10 r,0,2,0,0,0,0,0,0,0,0,2026-01-07 18:33:51,1.60.1.10,game hay nhưng ghép trận team không hay chuỗi thua 10 rồi,game hay nhưng ghép trận team không_hay chuỗi thua <NUM> rồi,game hay nhưng ghép trận team không hay chuỗi thua 10 rồi,game hay nhưng ghép trận team không hay chuỗi thua 10 rồi
4075,"game hút máu, bào tiền, ghép toàn trẻ trâu phá game tranh lane",0,2,2,0,0,0,0,2,0,0,2026-01-21 18:16:25,1.60.1.10,"game hút máu, bào tiền, ghép trận toàn trẻ trâu phá game tranh lane",game hút máu bào tiền ghép trận toàn trẻ trâu phá game tranh lane,"game hút máu , bào tiền , ghép trận toàn trẻ trâu phá game tranh lane","game hút máu, bào tiền, ghép trận toàn trẻ trâu phá game tranh lane"
4076,Đề nghị nên giảm bớt thời Gian cờ liên quân quá lâu..với hộp quà..ko công bằng cho người chơi..ko còn là kĩ năng mà nhân phẩm ai tốt hơn sẽ ăn.. như vậy mất đi cân bằng trong game r bạn ơi..ai ko bt chơi chỉ cần nhân phẩm tốt..từ cuối bảng cũng lên đc đầu bảng mà công cần thiết phải bt chơi cũng ăn thế thì chịu r..,0,2,0,0,2,0,0,0,0,0,2026-01-23 11:56:27,1.61.1.5,đề nghị nên giảm bớt thời gian cờ liên quân quá lâu..với hộp quà..không công bằng cho người chơi..không còn là kĩ năng mà nhân phẩm ai tốt hơn sẽ ăn.. như vậy mất đi cân bằng trong game rồi bạn ơi..ai không biết chơi chỉ cần nhân phẩm tốt..từ cuối bảng cũng lên được đầu bảng mà không cần thiết phải biết chơi cũng ăn thế thì chịu rồi..,đề_nghị nên giảm bớt thời_gian cờ liên_quân quá lâu với hộp quà không_công_bằng cho người chơi không_còn là kĩ_năng mà nhân_phẩm ai tốt hơn sẽ ăn như vậy mất đi cân_bằng trong game rồi bạn ơi ai không_biết chơi chỉ cần nhân_phẩm tốt từ cuối bảng cũng lên được đầu_bảng mà không_cần_thiết phải biết chơi cũng ăn thế_thì chịu rồi,đề_nghị nên giảm bớt thời_gian cờ liên_quân quá lâu .. với hộp quà .. không công_bằng cho người chơi .. không còn là kĩ_năng mà nhân_phẩm ai tốt hơn sẽ ăn .. như_vậy mất đi cân_bằng trong game rồi bạn ơi .. ai không biết chơi chỉ cần nhân_phẩm tốt .. từ cuối bảng cũng lên được đầu_bảng mà không cần_thiết phải_biết chơi cũng ăn_thế thì chịu rồi ..,đề nghị nên giảm bớt thời gian cờ liên quân quá lâu..với hộp quà..không công bằng cho người chơi..không còn là kĩ năng mà nhân phẩm ai tốt hơn sẽ ăn.. như vậy mất đi cân bằng trong game rồi bạn ơi..ai không biết chơi chỉ cần nhân phẩm tốt..từ cuối bảng cũng lên được đầu bảng mà không cần thiết phải biết chơi cũng ăn thế thì chịu rồi..
4077,giật lag quá,0,0,0,2,0,0,0,0,0,0,2026-01-21 11:30:30,1.60.1.10,giật lag vô cùng,giật lag vô_cùng,giật lag vô_cùng,giật lag vô cùng
4078,"cập nhật quá nhiều còn bắt tải lại đồ họa dù trước đó đã tải xong, gặp thành phần phá game,map,cày thuê gây ảnh hưởng cho game thủ",2,0,0,2,0,0,0,2,0,0,2026-01-21 08:15:23,1.61.1.5,"cập nhật quá nhiều còn bắt tải lại đồ họa dù trước đó đã tải xong, gặp thành phần phá game, map, cày thuê gây ảnh hưởng cho game thủ",cập_nhật quá nhiều còn bắt tải lại đồ_họa dù trước đó đã tải xong gặp thành_phần phá game map cày thuê gây ảnh_hưởng cho game thủ,"cập_nhật quá nhiều còn bắt_tải lại đồ họa dù trước đó đã tải xong , gặp thành_phần phá game , map , cày thuê gây ảnh_hưởng cho game_thủ","cập nhật quá nhiều còn bắt tải lại đồ họa dù trước đó đã tải xong, gặp thành phần phá game, map, cày thuê gây ảnh hưởng cho game thủ"
4079,"chịu r game thì hay như anh gà ơi ms thì lại 200 còn fps hảy xuống còn 10-30, ko phải máy ghẻ",0,0,0,2,0,2,0,0,0,0,2026-01-14 18:12:07,1.60.1.10,"chịu rồi game thì hay như tệ hại ơi ms thì lại 200 còn fps hãy xuống còn 10 30, không phải máy ghẻ",chịu rồi game thì hay như tệ_hại ơi ms thì lại <NUM> còn fps hãy xuống còn <NUM> <NUM> không_phải máy ghẻ,"chịu rồi game thì hay như tệ_hại ơi_ms thì lại 200 còn fps hãy xuống còn 10 30 , không phải máy ghẻ","chịu rồi game thì hay như tệ hại ơi ms thì lại 200 còn fps hãy xuống còn 10 30, không phải máy ghẻ"
4080,đề nghị anh gà cho thêm ngón này 👎 cho tôi chứ cho ngón này 👍 mà ko cho ngón này 👎 biết cảm giác như nào ko??? 😡😡. Mọi thứ như hóa điên với chồng sau các trận trận đấu 😡😡,0,0,0,0,1,2,0,0,0,0,2026-01-10 21:03:11,1.60.1.10,đề nghị anh gà cho thêm ngón này cho tôi chứ cho ngón này mà không cho ngón này biết cảm giác như nào không??? . mọi thứ như hóa điên với chồng sau các trận trận đấu,đề_nghị anh gà cho thêm ngón này cho tôi chứ cho ngón này mà không_cho ngón này biết cảm_giác như nào không mọi thứ như_hóa điên với chồng sau các trận trận_đấu,đề_nghị anh gà cho thêm ngón này cho tôi chứ cho ngón này mà không cho ngón này biết cảm_giác như nào không ? ? ? . mọi thứ như hóa_điên với chồng sau các trận trận đấu,đề nghị anh gà cho thêm ngón này cho tôi chứ cho ngón này mà không cho ngón này biết cảm giác như nào không??? . mọi thứ như hóa điên với chồng sau các trận trận đấu
4081,ra quá nhiều tướng mới..rồi lại hạ thấp lực chiến của tướng cũ..chơi lâu thấy chán,0,0,0,0,2,0,0,0,2,0,2026-01-22 16:14:28,1.61.1.5,ra quá nhiều tướng mới..rồi lại hạ thấp lực chiến của tướng cũ..chơi lâu thấy chán,ra quá nhiều tướng mới rồi lại hạ thấp lực chiến của tướng cũ chơi lâu thấy chán,ra quá nhiều tướng mới .. rồi lại hạ thấp_lực_chiến của tướng cũ .. chơi lâu thấy chán,ra quá nhiều tướng mới..rồi lại hạ thấp lực chiến của tướng cũ..chơi lâu thấy chán
4082,nhiều hack lắm,0,0,0,2,0,0,0,2,0,0,2026-01-30 22:17:28,1.59.1.12,nhiều hack lắm,nhiều hack lắm,nhiều hack lắm,nhiều hack lắm
4083,game còn khá nhiều Hạn chế,0,0,0,0,0,0,0,0,0,0,2026-01-21 12:27:14,1.60.1.10,game còn khá nhiều hạn chế,game còn khá nhiều hạn_chế,game còn khá nhiều hạn_chế,game còn khá nhiều hạn chế
4084,game hơi lag toàn gặp trẻ trâu nhưng cũng vui (nên tải về chơi thử),0,0,0,2,0,0,0,2,0,0,2026-01-21 11:34:26,1.60.1.10,game hơi lag toàn gặp trẻ trâu nhưng cũng vui nên tải về chơi thử,game hơi lag toàn gặp trẻ trâu nhưng cũng vui nên tải về chơi thử,game hơi lag toàn gặp trẻ trâu nhưng cũng vui nên tải về chơi thử,game hơi lag toàn gặp trẻ trâu nhưng cũng vui nên tải về chơi thử
4085,"liên với quân chịu thật.Vô trận chọn nhân vật cái là bị thoát r,mong nhà phát hành sửa lại để chơi cho ok hơn nhá.",0,0,0,2,0,1,0,0,1,0,2026-01-27 11:03:53,1.61.1.5,"liên quân tệ hại. vô trận chọn nhân vật cái là bị thoát rồi, mong nhà phát hành sửa lại để chơi cho ok hơn nhá.",liên_quân tệ_hại vô trận chọn nhân_vật cái là bị thoát rồi mong nhà phát_hành sửa lại để chơi cho ok hơn nhá,"liên_quân tệ_hại . vô_trận chọn nhân_vật cái_là bị thoát rồi , mong nhà phát_hành sửa lại để chơi cho ok hơn nhá .","liên quân tệ hại. vô trận chọn nhân vật cái là bị thoát rồi, mong nhà phát hành sửa lại để chơi cho ok hơn nhá."
4086,chơi khựng kh còn mượt như xưa,0,0,0,2,0,0,0,0,0,0,2026-01-21 21:00:04,1.55.1.2,chơi khựng không còn mượt như xưa,chơi khựng không_còn mượt như xưa,chơi khựng không còn mượt như xưa,chơi khựng không còn mượt như xưa
4087,ghép lâu lệc rank toàn trẻ trâu,0,2,0,0,0,0,0,2,0,0,2026-01-21 13:24:17,1.60.1.10,ghép trận lâu lệch rank toàn trẻ trâu,ghép trận lâu lệch rank toàn trẻ trâu,ghép trận lâu_lệch rank toàn trẻ trâu,ghép trận lâu lệch rank toàn trẻ trâu
4088,Chơi lag thấy mẹ luôn,0,0,0,2,0,0,0,0,0,0,2026-01-20 18:54:55,1.60.1.10,chơi lag vô cùng luôn,chơi lag vô_cùng luôn,chơi lag vô_cùng luôn,chơi lag vô cùng luôn
4089,"Lag kinh khủng, nhất là khi có mấy con aya. 1 phần do mạng mà 10 phần do game r, thề chứ lag giật v hỏi sao t k afk hoài",0,0,0,2,2,0,0,0,2,0,2026-01-01 11:38:47,1.60.1.10,"lag kinh khủng, nhất là khi có mấy con aya. 1 phần do mạng mà 10 phần do game rồi, thề chứ lag giật vậy hỏi sao tôi không afk hoài",lag kinh_khủng nhất_là khi có mấy con aya <NUM> phần do mạng mà <NUM> phần do game rồi thề chứ lag giật vậy hỏi sao tôi không_afk hoài,"lag kinh_khủng , nhất_là khi có mấy con aya . 1 phần do mạng mà 10 phần do game rồi , thề chứ lag giật vậy hỏi sao tôi không afk hoài","lag kinh khủng, nhất là khi có mấy con aya. 1 phần do mạng mà 10 phần do game rồi, thề chứ lag giật vậy hỏi sao tôi không afk hoài"
4090,"game càn ngày càn chán,chán k phải là vì game k cập nhật mà chơi gặp toàn bọn phá game chơi k còn vui nữa",0,0,0,1,1,0,0,2,0,0,2026-01-22 12:43:23,1.61.1.5,"game càng ngày càng chán, chán không phải là vì game không cập nhật mà chơi gặp toàn bọn phá game chơi không còn vui nữa",game càng ngày_càng chán chán không_phải là vì game không_cập_nhật mà chơi gặp toàn bọn phá game chơi không_còn vui nữa,"game càng_ngày_càng chán , chán không phải là vì game không cập_nhật mà chơi gặp toàn bọn phá game chơi không còn vui nữa","game càng ngày càng chán, chán không phải là vì game không cập nhật mà chơi gặp toàn bọn phá game chơi không còn vui nữa"
4091,đề nghị nhà làm game trả trói chân cho allain và cân bằng tướng tốt hơn,0,0,0,0,2,2,0,0,2,0,2026-01-03 00:10:54,1.60.1.10,đề nghị nhà phát hành game trả trói chân cho allain và cân bằng tướng tốt hơn,đề_nghị nhà phát_hành game trả trói_chân cho allain và cân_bằng tướng tốt hơn,đề_nghị nhà phát_hành game trả trói chân cho allain và cân_bằng tướng tốt hơn,đề nghị nhà phát hành game trả trói chân cho allain và cân bằng tướng tốt hơn
4092,chế độ ghép như cl team bạn thì hay team mình thì tranh lane kh bt đánh,0,2,0,0,0,0,0,2,0,0,2026-01-26 16:47:35,1.61.1.5,chế độ ghép như tệ hại team bạn thì hay team mình thì tranh lane không biết đánh,chế_độ ghép như tệ_hại team bạn thì hay team mình thì tranh lane không_biết đánh,chế_độ ghép như tệ_hại team bạn thì hay team mình thì tranh_lane không biết đánh,chế độ ghép như tệ hại team bạn thì hay team mình thì tranh lane không biết đánh
4093,lag với adm ghép ko chuẩn,0,2,0,2,0,2,0,0,0,0,2026-01-21 09:44:20,1.60.1.10,lag với nhà phát hành ghép trận không chuẩn,lag với nhà phát_hành ghép trận không_chuẩn,lag với nhà phát_hành ghép trận không chuẩn,lag với nhà phát hành ghép trận không chuẩn
4094,vẫn ổn khi là chuỗi win,0,0,0,0,0,0,0,0,0,0,2026-01-21 07:01:40,1.60.1.10,vẫn ổn khi là chuỗi win,vẫn ổn khi là chuỗi win,vẫn ổn khi là chuỗi win,vẫn ổn khi là chuỗi win
4095,chơi cứ như muối bỏ biển toàn gặp SV,0,2,0,0,0,0,0,2,0,0,2026-01-21 11:05:43,1.60.1.10,chơi cứ như muối bỏ biển toàn gặp tệ hại,chơi cứ như muối bỏ_biển toàn gặp tệ_hại,chơi cứ như muối_bỏ biển toàn gặp tệ_hại,chơi cứ như muối bỏ biển toàn gặp tệ hại
4096,đề nghị garena ghép trận lại ghép bên mình toàn trả trâu bên tem bạn toàn cao thủ chơi 100 trận không thoát khỏi gank tanh anh,0,2,0,0,0,2,0,2,0,0,2026-01-12 06:35:31,1.60.1.10,đề nghị garena ghép trận lại ghép bên mình toàn trẻ trâu bên team bạn toàn cao thủ chơi 100 trận không thoát khỏi gank tank anh,đề_nghị garena ghép trận lại ghép bên mình toàn trẻ trâu bên team bạn toàn cao_thủ chơi <NUM> trận không_thoát khỏi gank tank anh,đề_nghị garena ghép trận lại ghép bên mình toàn trẻ trâu bên team bạn toàn cao_thủ chơi 100 trận không thoát khỏi gank tank anh,đề nghị garena ghép trận lại ghép bên mình toàn trẻ trâu bên team bạn toàn cao thủ chơi 100 trận không thoát khỏi gank tank anh
4097,game như cái qq thoát ra xong vô lại nó cứ bị dựt dự ko nên tải cho những máy yếu máy tui rất mạnh mà nó dựt khiến tôi khó chịu nhưng mà game cx rất là hay,0,0,0,2,0,0,0,0,0,0,2026-01-21 07:44:32,1.60.1.10,game như tệ hại thoát ra xong vô lại nó cứ bị giật dự không nên tải cho những máy yếu máy tui rất mạnh mà nó giật khiến tôi khó chịu nhưng mà game cũng rất là hay,game như tệ_hại thoát ra xong vô_lại nó cứ bị giật dự không_nên tải cho những máy yếu máy tui rất mạnh mà nó giật khiến tôi khó_chịu nhưng mà game cũng rất là hay,game như tệ_hại thoát ra xong vô lại nó cứ bị giật_dự không nên tải cho những máy yếu máy tui rất mạnh mà nó giật khiến tôi khó_chịu nhưng_mà game cũng rất là hay,game như tệ hại thoát ra xong vô lại nó cứ bị giật dự không nên tải cho những máy yếu máy tui rất mạnh mà nó giật khiến tôi khó chịu nhưng mà game cũng rất là hay
4098,chó liên quân,0,0,0,0,0,0,0,0,0,0,2026-02-14 10:21:22,1.61.1.5,tệ hại liên quân,tệ_hại liên_quân,tệ_hại liên_quân,tệ hại liên quân
4099,chỉ dừng lại thay biu đồ mà cũng trừ uy tín,0,0,0,2,2,0,0,0,0,0,2026-02-13 20:08:52,unknown,chỉ dừng lại thay biểu đồ mà cũng trừ uy tín,chỉ dừng lại thay biểu_đồ mà cũng trừ uy_tín,chỉ dừng lại thay biểu_đồ mà cũng trừ uy_tín,chỉ dừng lại thay biểu đồ mà cũng trừ uy tín
4100,đm cái rank máu lol gặp toàn sv,0,2,0,0,0,0,0,2,0,0,2026-02-27 23:19:53,unknown,tệ hại cái rank máu tệ hại gặp toàn tệ hại,tệ_hại cái rank máu tệ_hại gặp toàn tệ_hại,tệ_hại cái rank máu tệ_hại gặp toàn tệ_hại,tệ hại cái rank máu tệ hại gặp toàn tệ hại
