review,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty
bọn ad game tệ hại này thằng phá thì không tố cáo được xoá game đi,0,0,0,0,0,2,0,2,0,0
"xin chào nhà phát hành.em chơi mà sao trừ hoài vậy ạ, còn chat thì bị cấm là sao vậy, với em còn gặp mấy đứa vô chơi mà afk rồi sao chơi.em nói nhà phát hành để mong cải thiện lại nha,chứ chơi như thế thì sao chơi",0,2,0,0,2,1,0,2,0,0
bố mất tài khoản,0,0,0,2,0,0,0,0,0,0
rồi cái nhiệm vụ ssm tiêu vàng 5000 full tướng rồi làm sao tiêu vàng được hả gà gán,0,0,0,0,2,2,2,0,0,0
game nhàm chán quá game giờ toàn cho đi một đường chả được chọn tự do như trước nữa giờ ăn với đi đường rồng ngán phát buồn nôn luôn,0,0,0,0,2,0,2,0,0,0
game giờ tệ hại không tả được hết lỗi đơ màn đến lỗi hồng màn lỗi hiển thị lỗi văng game hack map buff các kiểu mà không bao giờ fix sửa để lại sự đau đầu cho người chơi thứ người dùng cần là sự tối ưu ạ chứ không phải update đồ hoạ!!!,2,0,0,2,0,2,0,2,0,0
game trừ uy tín vô lý chơi bình thường thua tố cáo cứ thế là trừ không coi có đúng với lời tố cáo hay không,0,0,0,0,2,2,0,0,0,0
không vào được game báo lỗi mạng đường truyền yếu,0,0,0,2,0,0,0,0,0,0
không đăng nhập bằng facebook được .mong xem xét lại,0,0,0,2,0,1,0,0,0,0
quá lag mạng mạnh thế nào cũng không chơi được,0,0,0,2,0,0,0,0,0,0
mặc dù game hay nhưng hở tí là đánh sập game và hay bị văng game nói chung game chỉ được cái nạp chứ không được gì hết trơn,0,0,2,2,0,0,0,0,0,0
đang chơi tự nhiên game văng mấy lần vào lại thì vào rất chậm wifi thì căng đét mong nhà phát hành sửa lại lỗi này,0,0,0,2,0,1,0,0,0,0
"đang chơi thì out, vô lại lâu. 1 sao nhé",0,0,0,2,0,0,0,0,0,0
hack tràn lan tố nó thì không trừ uy tín mà mình chơi dở dở xíu là trừ game thì thỉnh thoảng cứ bị văng ra càng ngày càng nát,0,2,0,2,0,2,0,2,0,0
game toàn các cháu afk. game đã cập nhật cơ chế ai thì làm ơn xóa tệ hại cái cơ chế afk tế đàn đi. đã ghép trận thì tệ hại mà mấy cái cần fix thì không fix.,0,2,0,0,2,2,0,2,0,0
cũng được nhưng hơi nhiều afk,0,0,0,0,0,0,0,2,0,0
game tệ hại vô cùng chơi 10 ván 9 ván văng mẹ rồi chơi tệ hại gì nữa ????????????????????,0,0,0,2,0,0,0,0,0,0
mấy sự kiện gần đây lag quá mong nhà phát hành sửa cho bớt lag ạ,0,0,0,2,0,1,0,0,0,0
hack map tràn lan luôn không hiểu nhà phát hành làm ăn kiểu gì,0,0,0,2,0,2,0,0,0,0
rất nhiều phá game còn ghép đội làm cho bạn cảm thấy không công bằng,0,2,0,0,0,0,0,2,0,0
năm nay cái vé lì xì cái gai 5 tướng 3 lần còn phế vô cùng cả tệ hại 5 tỷ huy tệ hại,0,0,2,0,2,0,2,0,0,0
"game giật giật lag lag, ghép trận chán không chịu được,",0,2,0,2,0,0,0,0,0,0
tự nhiên không vô được,0,0,0,2,0,0,0,0,0,0
những thứ vinh dự mà mình đấu được . không lâu lại về số không,0,0,0,0,2,0,0,0,0,0
vô game thì một lúc lâu mới bấm được,0,0,0,2,0,0,0,0,0,0
làm ơn tôi muốn chơi liên quân chứ không phải liên minh huyền thoại đừng làm tôi thất vọng nữa,0,0,0,0,0,2,0,0,0,1
"game làm gì mà sáng nay tôi không vào được trận đấu , xảy ra thường xuyên . cứ như thế thì chắc uy tín của tôi bị trừ xuống đáy xã hội mất . có hôm thì trận ảo hôm thì không vào được , kẹt ở lúc mà tải game sắp vào trận á",0,2,0,2,0,0,0,0,0,0
"nên khắc phục lại lỗi game chơi thua mà tôi được mvp và làm rất tốt!nhưng vẫn bị 1 sao và khi chơi rank tôi bị tranh lane,rõ ràng là tôi đi lane mid nhưng lane top là người số 4 đã pick yue trận đó tôi chơi verra và khi ra kda của tôi mặc dù xấu nhưng kda của bạn tranh còn xấu hơn tôi nhưng khi ra bạn ấy vẫn cao hơn? và khi tôi cố tố cáo nhưng không phát hiện vi phạm và tôi còn bị 4 uy tín trận đó vừa mất sao mà vừa mất uy tín ai mà chịu chơi nữa????trận đó còn có 2 đứa cầm trừng trị nữa",0,2,0,2,2,2,0,2,0,0
game trẻ trâu hack map đồng đội tệ hại,0,0,0,0,2,0,0,2,0,0
"lag như gì, chơi toàn văng, khó chịu thật!",0,0,0,2,0,0,0,0,0,0
toàn hack. tôi bị lấy mất tài khoản. game tệ hại,0,0,0,2,0,0,0,2,0,0
tệ hại cân bằng game như tệ hại,0,2,0,0,0,0,0,0,0,0
chip 8g3 nhưng cập nhật xong vẫn lag. tính năng chọn vị trí trước trận vào game nó pick sai đường tố cáo vẫn không phát hiện vi phạm game làm thì làm cho tới còn không thì thôi cập nhật vào bài bản lúc làm thì tệ hại,0,2,0,2,2,2,0,0,0,0
cũng được mạng hơi lag,0,0,0,2,0,0,0,0,0,0
"bố lạy lần đầu chưa cập nhật thì chơi hay còn cập nhật thêm tướng gì mà còn cho nó có nhiều robot rồi sao chơi, chơi bao nhiêu trận có con đấy là đều thua tệ hại",0,0,0,0,2,0,0,0,2,0
ghép toàn lũ tệ hại mẹ game tệ hại,0,2,0,0,0,0,0,2,0,0
"càng ngày chất lượng càng đi xuống. không kiểm soát được tình trạng phá game, buff bẩn. tố cáo thì trừ nhiều nhất 3 uy tín. thật sự không xem trải nghiệm của người chơi tệ hại.",0,0,0,0,2,2,0,2,0,0
vào đang vào trận cứ văng game ra rồi trừ uy tín. game lỗi quá nhiều.,0,0,0,2,2,0,0,0,0,0
"ra cái game gì cũng hack được ,cái liên quân ra toàn hack chơi riết chán không muốn chơi game còn lỗi không vào được",0,2,0,2,0,0,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
đang ghép trận thì tự nhiên không cho tao sẵn sàng rồi bị tụt uy tín game tệ hại tính cho 0 sao nhưng bắt buộc phải 1 sao,0,2,0,0,2,0,0,0,0,0
game hạng toàn không lên sao và toàn mấy thằng hay phá game hạ rank,0,2,0,0,0,0,0,2,0,0
quăng game vài,0,0,0,2,0,0,0,0,0,0
ghép trận phải gì đâu không,0,2,0,0,0,0,0,0,0,0
game hay nhưng máy yếu đang chơi thì sẽ bị văng và không có uy tín để chơi với người nên mong garena không trừ uy tín cho những người bị văng,0,0,0,2,2,1,0,0,0,0
"chả biết ra cái uy tín để làm gì, dưới 70 uy tín không được chơi game mà trừ 6 với bị tố cáo thêm 3 uy tín, trừ gần hết còn chơi gì nữa",0,0,0,0,2,0,0,0,0,0
game cực hay nhà mọi người,0,0,0,0,0,0,0,0,0,0
bộ phận kĩ thuật game hãy khắc phục lỗi tệ hại trong game đi ạ! lỗi này rất ảnh hưởng đến trải nghiệm của người chơi!,0,0,0,2,0,1,0,0,0,0
game tệ hại hack thì tùm lum hở tí game lỗi chịu trang phục ra thì nhanh lắm bú nhiều game thì lỗi miết cứ xin lỗi sự cố miết,1,0,2,2,0,2,0,2,0,0
"ghép team như tệ hại,",0,2,0,0,0,0,0,0,0,0
"mấy anh chị nên dẹp luôn cái tính năng tố cáo hack đi, vì nó chả có tác dụng gì cả, có như trưng bày vậy, hay do mấy anh chị cố tình cho tụi nó hack, sờ sờ ra vậy mà tố cáo chả bao giờ được, hay hệ thống quét hack của mấy anh chị bị tệ hại?",0,0,0,2,2,2,0,2,0,0
bao giờ fix xong thì suy nghĩ xem có cho lên 2 sao không,0,0,0,2,0,2,0,0,0,0
ghép gank cái gì mà toàn 09 08 chơi kiểu gì gank tinh anh đầu mùa mà toàn máy với tem mình thì gà mà không hiểu lên cao thủ kiểu gì,0,2,0,0,0,0,0,2,0,0
bộ hết người chơi sao toàn bot không vậy,0,2,0,0,0,0,0,2,0,0
game nhiều khi tài khoản tâm huyết bao năm rồi giờ bị vấn đề một cái là bay tài khoản chơi sảnh chính thì lag vô cùng giật điện,0,0,0,2,0,0,0,0,0,0
dung lượng tải nhiều quá,0,0,0,2,0,0,0,0,0,0
thằng nào làm cáu đòi bạn bè biết vị trí không. rảnh nụ ghê,0,0,0,0,2,0,0,0,0,0
"vào tài khoản facebook thì bị treo máy, tài khoản khách thì vào trận là cứ out",0,0,0,2,0,0,0,0,0,0
tự nhiên không vô được nó kêu bảo trì là sao,0,0,0,2,0,0,0,0,0,0
game tệ hại vô cùng ghép trận thì cho team toàn mấy đứa tệ hại đội bạn thì như cao thủ,0,2,0,0,0,0,0,2,0,0
game chơi được nhưng mà có vài thằng nó báo cáo linh tinh trừ hết uy tín của tôi,0,0,0,0,2,0,0,2,0,0
team đánh dở chả làm được gì tố cáo không tính chịu game,0,2,0,0,2,0,0,2,0,0
game cập nhật xong lag quá không chơi được gì,0,0,0,2,0,0,0,0,0,0
"game tệ hại, ghép trận toàn tệ hại không lên nổi 1 sao này là hợp lý",0,2,0,0,0,0,0,2,0,0
hack không tố cáo được,0,0,0,0,0,2,0,2,0,0
fix lại liền đi garena ơi cập nhật xong lỗi bất định 201,0,0,0,2,0,2,0,0,0,0
lag vô cùng,0,0,0,2,0,0,0,0,0,0
đang vào trận cứ bị đang kết nối thoát ra vào lại chơi sau ra vẫn bị bay uy tín mong garena sửa lại,0,0,0,2,0,2,0,0,0,0
đã tải gói tài nguyên xong nhưng một hai ngày lại bị xóa và phải tải lại. đã lag rồi còn phải tốn thời gian tải,0,0,0,2,0,0,0,0,0,0
lỗi bảo sao có 3.5 sao,0,0,0,0,0,0,0,0,0,0
cập nhật thì càng ngày càng lag mong nhà phát hành khắc phục,0,0,0,2,0,1,0,0,0,0
ngồi chán quá nên rate 1 sao,0,0,0,0,0,0,0,0,0,0
"trải nghiệm quá tệ, vào game đến mục chấp nhận để vào đánh thì hiện kết nối có vấn đề không vào được, cuối cùng trừ cả đống uy tín, tệ quá tệ",0,2,0,2,2,0,0,0,0,0
tôi rất bực cái tình trạng mà bị lỗi khi chuẩn bị vào game,0,0,0,2,0,0,0,0,0,0
ghép trận đánh rất hay,0,1,0,0,0,0,0,0,0,0
khi chơi game cứ bị ao ra khi vào trận đã thử nhiều lần nhưng vẫn bị và không chỉ mỗi mình tôi rất nhiều người khác cũng bị tương tự từ sau khi cập nhật lỗi do game nhưng người chơi phải bị chịu phạt,0,0,0,2,0,2,0,0,0,0
game dạo này chẳng ra cái tệ hại gì cả. đang vào trận thì báo đang kết nối xong đến khi vào được thì thọt điên thế mất vô cùng 1 sao rõ oan,0,0,0,2,0,0,0,0,0,0
tôi không hiểu sao nhà phát hành kiểu gì mà cấm người chơi mặc dù tôi chẳng làm gì sai cả,0,0,0,0,0,2,0,0,0,0
"game giờ nát quá rồi ghép team lệch trình độ quá nhiều dù ở mức rank đó nhưng không ai đánh ra hồn cả, không thể nào gánh nổi nữa quá bất lực rồi giờ chỉ còn cách nghỉ chơi thôi càng chơi càng áp lực càng thêm stress nếu trên phần đánh giá cho phép gửi ảnh thì mình sẵn sàng gửi cho xem",0,2,0,0,0,0,0,2,0,0
game tệ hại chơi mãi mà không bị văng,0,0,0,1,0,0,0,0,0,0
"liên quân sao lại có nhiều trẻ trâu vậy? nói thiệt nha tôi không thích cái tình cảnh bọn trẻ chơi liên quân mà ích kỷ, thể hiện và đa số trận tôi chơi vào buổi tối toàn gặp cảnh này và bọn trẻ trong trận cứ toàn đường ai nấy đi mà không đi chung dẫn đến trong những trận đấu hạng thì tỷ lệ tôi thua do bọn trẻ chiếm lên tới hơn 80 trong các trận thua đấy. tôi mong nsx của game garena đề nghị phải có 1 phương án giải quyết chuyện này chứ tình cảnh mà tôi gặp thì sẽ có nhiều người giống tôi. hết",0,2,0,0,0,2,0,2,0,0
team mình afk vẫn bị trừ sao????,0,0,0,0,2,0,0,2,0,0
"đang nhắn tin nói chơi với team bạn khoảng 3 giây ,bị trừ uy tín ,game bảo bạn có hành vi afk nên trừ 2 uy tín . tui không biết nói gì ngoài bất lực ,tui cũng chơi được 3 4 năm rồi mà chưa gặp trường hợp này ,mong game khắc phục việc này và sửa lỗi lại đi ,game hay nhưng nhiều lỗi thành phần không tốt nhiều nên game hãy sửa lỗi ,đó là ý kiến của tôi còn các bạn sao hãy chơi và đưa ra những gì mình trải nghiệm được nhé",0,0,0,2,2,1,0,2,0,0
ghép team như tệ hại,0,2,0,0,0,0,0,0,0,0
máu nhanh hết ý,0,0,0,0,2,0,0,0,0,2
còn các mất bao nhiêu uy tín của tôi,0,0,0,0,2,0,0,0,0,0
uploaded xong game lag như tệ hại,0,0,0,2,0,0,0,0,0,0
game lag hack map afk phá game đầy ra ghép trận không cân sức tí nào,0,2,0,2,0,0,0,2,0,0
không vào game được vào thì bị văng.lag muốn điên bực,0,0,0,2,0,0,0,0,0,0
"game tối ưu cực chán, máy snap 8gen3 mà còn chưa có 120fps, tối ưu bối cảnh với sảnh cực kỳ lag",1,0,0,2,0,0,0,0,0,0
vô cùng mẹ nó hack thì nhiều chạy thì ít,0,0,0,2,0,0,0,2,0,0
không hiểu kiểu gì kda thấp cũng bị trừ uy tín,0,0,0,0,2,0,0,0,0,0
cập nhật xong lag vô cùng,0,0,0,2,1,0,0,0,0,0
ghép trận lệch rank quá vô cùng tệ hại,0,2,0,0,0,0,0,2,0,0
đồng đội afk mất sao quá uổng,0,0,0,0,1,0,0,2,0,0
nặng và mạng không ổn định lắm chế độ chấm điểm như lol. mvp 1 sao thằng đứng bét lỗi 2 sao hài vô cùng,0,2,0,2,0,0,0,0,0,0
"cho thử 900 skin xong toàn bị bọn nó cướp công thôi,cay vô cùng.cập nhập cũng ổn nhưng hay lag quá,toàn bị văng,thế là bị trừ hết uy tín cày hết bao nhiêu thời gian,tức vô cùng nên xóa game xong cho 1 sao thôi",0,0,0,2,2,0,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
chưa thấy mùa nào lag như này siêu lag vô cùng ấy,0,0,0,2,0,0,0,0,0,0
hệ thống tố cáo ngon hẳn,0,0,0,0,1,1,0,0,0,0
game tệ hại chơi toàn bị lỗi mạng mà mạng vẫn căng đét,0,0,0,2,0,0,0,0,0,0
trừ tệ hại lắm uy tín,0,0,0,0,2,0,0,0,0,0
game giờ chơi chán toàn khá game không,0,0,0,0,0,0,0,2,0,0
nút đánh như tệ hại,0,0,0,2,0,0,0,0,0,0
game tệ hại đang chơi mà vẫn bị lỗi nhà phát hành xử lí thì chậm,0,0,0,2,0,2,0,0,0,0
thứ 7 ngày 20 tháng 12 tôi có vào game khoảng 14h00 sao không vô được nhỉ vào nó cứ quay quay mong garena sửa lại vào đi vào lại 3 lần rồi,0,0,0,2,0,2,0,0,0,0
game tệ hại bịp người nạp 6 qh vào để nhận 7 ngày cuối cùng chỉ nhận được 3 ngày đầu,0,0,0,2,0,0,0,0,0,0
game giải trí thôi không quan trọng thắng thua,0,0,0,0,0,0,0,0,0,0
game lag mặc dù mạng mạnh,0,0,0,2,0,0,0,0,0,0
game trừ ít chiến lực giùm tí thắng cộng được có 20 24 trừ thì 38 40,0,2,0,0,2,0,0,0,0,0
game tệ hại game tệ hại ghép 4 trận có afk liên tiếp,0,2,0,0,0,0,0,2,0,0
đi rank toàn gặp lũ tệ hại. đề nghị game chỉnh cơ chế ghép rank đơn,0,2,0,0,0,0,0,2,0,0
mong nhà phát hành sửa lag chứ mỗi lần cập nhật hợp tác là quá lag game máy yếu có mà văng game luôn đấy,0,0,0,2,0,2,0,0,0,0
chơi rank team có người afk mà vẫn trừ điểm trong khi mình cố vỉ ra,0,2,0,0,0,0,0,2,0,0
"ghép trận gặp phá, chơi 100 trận thắng 4 tin được không, game tệ hại",0,2,0,0,0,0,0,2,0,0
nghiêm khắc với mấy đứa afk và phá game tố cáo một lần bị trừ 20 uy tín,0,0,0,0,1,1,0,0,0,0
trình thì tốt toàn ghép trúng mấy thằng đần đần không. chơi không lên nổi rank cao,0,2,0,0,0,0,0,2,0,0
chơi mãi không lên được hạng đâu cứ như thế này thì vài ngày nữa xóa game thôi đi chơi bang bang còn hơn,0,0,0,0,0,0,0,0,0,2
game chơi hay mà ghép trận tệ hại vô cùng tệ hại,0,2,0,0,0,0,0,0,0,0
lag hay bị văng trừ hết uy tín không chơi được gì,0,0,0,2,2,0,0,0,0,0
"tự nhiên đá người ta ra khỏi tài khoản rồi phạt tự ý out trận là sao nữa??? làm ăn chán vậy, làm trừ 10 uy tín, chịu gà.",0,0,0,2,2,2,0,0,0,0
từ cao thủ 11 sao gặp toàn những người chơi gà nhất là ad và mid gánh nặng ad gặp chục trận 1 8 mid thì lúc 1 6 1 7 gánh t xuống tinh anh rất chi là cáu khi gặp thành phần như này đã vậy tố cáo không bị trừ uy tín chứ mong gặp những thành phần như này ở rank cao thì cho trừ 12 15 uy tín để người chơi bớt cáu,0,0,0,0,0,0,0,2,0,0
"ở nhà, mạng mạnh vô cùng mà chơi cứ rớt mạng tệ hại còn uy tín. quá tệ",0,0,0,2,2,0,0,0,0,0
hệ thống thì như cái tệ hại toán xếp cho những hạng test tướng với chơi ngu trong khi mình gánh đồng đội lên được sao thì hệ thống lại ghép cho mình đồng đội ngu không thể đánh được nổi sao tạo ra cái hệ thống để làm cái gì tệ hại không chơi như cái tệ hại ý không phải tao nạp nhiều tao cũng béo tiếc xóa cái game tệ hại này tao mong gà xem được làm lại hộ cái hệ thống chú hệ thống như này có ai chơi được đâu người ta lên sao được tại người ta chơi hay rồi mới có đồng đội phụ ngoài là bạn bè còn bọn t ghép có ai phụ,0,2,1,0,0,2,0,2,0,0
game quá tệ hại,0,0,0,0,0,0,0,0,0,0
lần chỉnh sửa này tôi chơi rank á nhiều người afk mà thua là trừ sao cái này nhà phát hành gà chỉnh sửa lại nha chứ bản cũ mấy đứa afk mà thua thì không trừ sao tôi thích chơi bản cũ rồi,0,0,0,0,2,2,0,2,0,0
mẹ có mấy gói tài nguyên mà mỗi lần cập nhật xong phải cài đi cài lại,0,0,0,2,0,0,0,0,0,0
"khi đang chiến đấu mà cứ lag mà mạng đã đầy, kế bên vẫn lag khi địch giết chết rồi mới hết. cần chỉnh lại",0,0,0,2,0,0,0,0,0,0
lỡ thoát game có một do điện thoại vậy mà nó cũng tính afk đã vậy vô lại game còn vô lâu không biết thông cảm thì thôi đi,0,0,0,2,2,0,0,0,0,0
sang mùa mới hi vọng game ghép đỉnh cao bình thường hơn không còn gặp buff bẩn với map nữa,0,1,0,2,0,0,0,2,0,0
"game ghép toàn mấy thằng tệ hại phá game tố cáo thì không được, mấy thằng mác cao thủ thách đấu đánh còn thua đứa rank bạch kim, leo rank 10 trận hết 9 trận gặp mấy thằng phá game feed từ 5 tới 10 mấy mạng",0,2,0,0,2,2,0,2,0,0
game tệ hại ghép cho bố team tệ hại vô cùng tệ hại trả điểm cho bố,0,2,0,0,0,0,0,2,0,0
"thì tôi thấy cũng ok, chơi cũng được, nhưng xếp hạng hơi quá đáng tí, tôi đánh rõ ràng rất tốt nhưng nó lại xếp tôi đứng bét cũng được, chơi cũng ổn",0,0,0,0,2,0,0,0,0,0
tệ hại cny,0,0,0,0,0,2,0,0,0,0
game mất cân bằng tướng và mất cân bằng về đồ,0,2,0,0,2,0,0,0,0,0
game tải xong bắt tải lại nguyên liệu không hợp cho máy ít dung lượng,0,0,0,2,0,0,0,0,0,0
quá lag tần cảnh hiện gb giảm game tốn dung lượng nhiều tải gói tài nguyên tùm lum,0,0,0,2,0,0,0,0,0,0
wifi bình thường mà nó kết nối lại làm trừ uy tín không cho đấu hạng,0,2,0,2,2,0,0,0,0,0
đang chơi giữa chừng lag out game xong vô lại bị tố cáo treo máy 50c o xàm vô cùng,0,0,0,2,2,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
game không cho tôi nhấn vào xong nó bắt tôi chờ 3 phút rất bức xúc khi trải nghiệm đánh giá 1 sao,0,0,0,2,0,0,0,0,0,0
"game quá bịp, nói tăng sức mạnh cho zata từ tháng 11 rồi dời qua 4 12 cuối cùng lại không có",0,0,0,0,2,2,0,0,1,0
hạn chế chat quá nhiều ngôn từ lành mạnh cũng bị tố cáo cấm chát 1 ngày garena nên xem xét lại đánh giá 2 sao bỏ game thôi,0,0,0,0,2,2,0,0,0,0
tự nhiên cập nhật xong rớt gank là sao?,0,0,0,2,0,0,0,0,0,0
vì lối điểm của game md,0,0,0,0,2,0,0,0,0,0
game tệ hại tệ hại viết bình thường không chửi tục cấm chát chơi game thì búp bẩn vẫn trừ sao cái tệ hại game tệ hại trừ uy tín thì ngu hối hận vì nạp đống tiền vào tệ hại,0,2,2,0,2,2,0,2,0,0
game tệ hại tầu khựa,0,0,0,0,0,0,0,0,0,0
"baron yếu lắm rồi còn giảm sức mạnh, bó tay",0,0,0,0,2,0,0,0,0,0
game ghép đội đánh không hay mà team bạn đánh rất hay tóm lại không còn vui,0,2,0,0,0,0,0,2,0,2
game rất hay nhưng hay bị đẩy ra một cách khó hiểu làm ơn khắc phục lỗi giúp tôi,0,0,0,2,0,2,0,0,0,0
game tệ hại vô cùng luôn á,0,0,0,0,0,0,0,0,0,0
game tệ hại ghép trận gặp súc vật không team nó thì đánh ngang tuyển thủ,0,2,0,0,0,0,0,2,0,0
game lol garena lol làm game xong bị văng xong tao vào lại xong nó uy tín garena lol,0,0,0,2,2,2,0,0,0,0
tạm đi,0,0,0,0,0,0,0,0,0,0
game thì hay đấy nhưng hack map thì không fix sao à,0,0,0,2,0,2,0,2,0,0
"mẹ thề ra cái chọn lane xàm vậy, sớm giờ cho đi mỗi lane sp trong khi chọn mid là chính? ít nhất cũng phải đổi qua đổi lại 1 trong 2 lane chứ cái gì mà lane sp từ sáng tới giờ, bức xúc vô cùng. cày top không được luôn á gặp đầu mùa người ta tranh nhau cày nhanh nữa mà mình cứ phải đi lane khác sao cày",0,2,0,0,0,0,0,0,0,0
"remake lại skin lauriel đi, leak xấu kinh khủng",2,0,0,0,0,1,0,0,1,0
không làm gì cũng trừ uy tín,0,0,0,0,2,0,0,0,0,0
khá tốt,0,0,0,0,0,0,0,0,0,0
"game nên sửa lại lỗi và hãy lắng nghe những lời góp ý của mọi người nha! liên quân là nơi duy nhất chữa lành tâm hồn và trái tim của tôi, mỗi lần tôi thất bại, thì game lại là người bạn an ủi duy nhất của tôi, tôi trân quý tựa game này lắm, nhưng dần dần game lại đi xuống, không chịu sửa chữa lỗi game và lắng nghe người chơi. nhiều lúc cũng khiến cho tôi một người chơi lâu năm cũng ức chế một số chuyện. nhưng không sao, tôi vẫn sẽ đồng hành và trân trọng tựa game này!!! cảm ơn đã lắng nghe!!!",0,0,0,2,0,2,0,0,0,0
"game này chắc không hợp với tôi cứ ghép trận team mình lại có những tệ hại còn team bạn thì toàn người chơi có kinh nghiệm , cựu binh",0,2,0,0,0,0,0,2,0,0
game tại sao bất công vậy một tháng tải tài nguyên bao nhiêu tải xong thì tôi mất tài khoản là sao???,0,0,0,2,0,0,0,0,0,0
lớn gì cũng bị trừ uy tín mình ra đánh thì bị trừ còn mấy con phá đi vòng vòng không bị,0,0,0,0,2,0,0,2,0,0
cập nhật xong bị lag quá trời..! chán luôn,0,0,0,2,1,0,0,0,0,0
"game cũng hay đấy nhưng tôi không hiểu tại sao sau mỗi phiên bản cập nhật lại có những lỗi không thể chịu được,trung bình mỗi ngày tôi chơi 5 7 trận mà hết 2 trận bị văng và tôi đã bị trừ uy tín oan không hiểu tại sao",0,0,0,2,2,2,0,0,0,0
game tệ hại phá game chết nhiều tố cáo. không phát hiện vi phạm . game tệ hại,0,0,0,0,2,2,0,2,0,0
"hệ thống ghép không công bằng, cứ ép thua cho bằng được. chơi bị vả liên tục, mấy ván trước ép thua nhưng vẫn thắng, ván sau bị hội đồng liên tục, rồi thế lấy đâu ra tiền mà mua đồ. chơi hỗ trợ lỡ thua phút thứ 4 thì bị tố cáo rồi trừ uy tín. tính ra bảo vệ mid bị hội đồng mới chết tự nhiên bị tố cáo",0,2,0,0,2,0,0,2,0,2
quá hay,0,0,0,0,0,0,0,0,0,0
cập nhật rồi vẫn không thấy skin với biểu cảm chán,2,0,0,2,0,0,0,0,0,0
sao tôi được giải ba mà không nhận được,0,0,0,2,0,0,0,0,0,0
"chức năng sắp xếp vị trí rất tệ, chọn lane chính lane phụ mà đánh 10 trận thì 10 trận bị bắt đi lane phụ?",0,2,0,0,2,0,0,0,0,0
cơ chế được 3s tại sao tui không được trong tui 20 chết 0 hỗ trợ 4 lại không được 3s mà 10 chết 1 hỗ trợ 6 lại được,0,0,0,0,2,0,0,0,0,0
"game tệ hại, lỡ thoát nhẹ cái là vào lại từ đầu, mà giờ chơi rank đồng đội afk không còn được miễn trừ sao nữa, đôi lúc thấy game rất kém về phần xử lý những người vi phạm. nói chung chơi game mà hay rước bực vào người vì chuỗi thua hoặc team phế . đánh giá này còn tích cực chán đóa nha!!!",0,2,0,2,2,2,0,2,0,0
game chấm điểm như tệ hại,0,0,0,0,2,0,0,0,0,0
game hơi nặng và giật lag nhiều,0,0,0,2,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,2,0,0
"đề nghị garena cho mấy thằng phá game hay afk trừ 30 40 uy tín cho cày lòi trĩ luôn, hoặc cấm chơi 3 ngày cho nhớ.",0,0,0,0,1,1,0,2,0,0
đang trong trận mà bị thoát,0,0,0,2,0,0,0,0,0,0
nút di chuyển bị lỗi nha .1 bên rất nhạy.mong nhà phát triển xem xét lại.và mong nhà phát triển cho chỉnh sửa nút di chuyển.xin cảm ơn,0,0,0,2,1,1,0,0,0,0
"có cho 5 sao rồi, nhưng mới off game 2 phút mà nó lại bảo bạn afk bị trừ uy tín nghĩ mà nó tức mà cày uy tín phải nói là cực khổ còn trừ thì như tệ hại",0,0,0,2,2,0,0,0,0,0
mong game có một bước đi đúng hơn chứ ghép trận thì lúc nào cũng chuỗi thua 10,0,2,0,0,0,1,0,0,0,0
chơi đồng đội có tình trạng afk,0,0,0,0,0,0,0,2,0,0
"có những sai lầm cho dù có bù đắp cũng sẽ chẳng thể nào giúp xoá sạch được vết dơ! câu chuyện skin yue nàng tiên gạo gắn mác việt nam nhưng mặc trang phục sườn xám trung hoa, sau khi bị sờ gáy bởi đội tác chiến không gian mạng mới có động thái xoá skin yue nàng tiên gạo! quá ngây thơ khi nghĩ làm vậy sẽ vớt vác được . tôn trọng văn hoá, con người và bản sắc đất nước việt nam đi khi đang tồn tại trên đất nước việt nam. có gì để mong chờ garena sẽ khắc phục được khi quá nhiều thứ xảy ra?",2,0,0,0,0,2,0,0,2,0
garena kiểm duyệt kiểu gì không biết đúng sai gì cả thứ nhất rank cao rồi còn ghép trung mấy đứa như rank thấp toàn đi fix mạng thứ 2 buff bẩn thì tràn lan mà không xử lý tụi nó hạ từ đại cao thủ xuống kim cương mà chơi bình thường còn hàng chơi 15k trận đánh như rank đồng thứ 3 tố cáo thì vô ích nhiều khi nhiều người vi phạm mà hệ thống không nhận ra tố cáo 1 trừ có 6 uy tín không sao cho cao lên phạt rát vào 1 người tố cáo trừ 10 15 uy tín cho chúng cẩn thận hơn thứ 4 game ghép kiểu gì toàn gặp ai làm mất hết trải nghiệm,0,2,0,0,0,2,0,2,0,0
a gà giờ sắp trận chán không muốn nói luôn mong a sửa giúp,0,2,0,0,0,1,0,0,0,0
ghép không đều,0,2,0,0,0,0,0,0,0,0
cứ bị xóa game không biết lí do cứ 1 ngày vào là thấy mất game,0,0,0,2,0,0,0,0,0,0
chơi 5 trận thì thua 4 trận,0,0,0,0,0,0,0,0,0,0
"máy dimensity 9300 , màn hình 144hz mà không được 90,120fps là sao ... cần unlock cho những máy có cấu hình cao chứ",0,0,0,2,0,1,0,0,0,0
